location,latitude,longitude,count,title
"Parsippany, NJ",40.8578772,-74.4259866,25.0,Senior Director Payer Strategy
"Boston, MA",42.3554334,-71.060511,324.0,Event Planning Consultant - 23427
"Everett, WA",47.9793437,-122.2127011,22.0,Onsite // Clinical FST 
"Indianapolis, IN",39.7683331,-86.1583502,112.0,District Manager
"Denver, CO",39.7392364,-104.984862,247.0,Account Executive
"Minneapolis, MN",44.9772995,-93.2654692,141.0,Workday Security Administrator
"Dallas, TX",32.7762719,-96.7968559,383.0,People Analytics Manager
"Redmond, WA",47.6694141,-122.1238767,70.0,Support Engineer - Azure SQL
"New York, NY",40.7127281,-74.0060152,818.0,"Manager, FP&A"
"Charlotte, NC",35.2272086,-80.8430827,247.0,Senior DevOps Engineer
"Portland, OR",45.5202471,-122.674194,122.0,Radiologist
"Rockville, MD",39.0817985,-77.1516844,32.0,Specialty Research: ESG Analyst
"Cabazon, CA",33.9090305,-116.77953445075823,7.0,"Manager, Quality Assurance"
"Denver, CO",39.7392364,-104.984862,247.0,Plastic Injection Mold Maker - 1653635
"Killeen, TX",31.1171441,-97.727796,7.0,Health And Safety Manager - 1376252
"Los Angeles County, CA",34.3155072,-118.209681,23.0,Lead Marketing Analyst 
"Miami, FL",25.7741728,-80.19362,231.0,Entry-Level Bilingual (Thai/English) Sales Specialist  - Asian Food Distributor (AL30707)
"Denver, CO",39.7392364,-104.984862,247.0,"Senior Director/Director of Product Management, Slack AI - Slack"
Greater Houston,29.944719,-95.41607390828516,45.0,Seasonal Sales Associate
"San Jose, CA",37.3361663,-121.890591,158.0,Manufacturing Technician
"Richmond, VA",37.5385087,-77.43428,116.0,Information Technology Project Manager/ Scrum
"North Carolina, United States",35.6729639,-79.0392919,39.0,Telephonic Patient Support Nurse - RN & BSN
"Florida, United States",27.7567667,-81.4639835,58.0,Payroll Systems Implementation Project Manager
"North Carolina, United States",35.6729639,-79.0392919,39.0,Epic Analyst Certified Beaker
"Fort Worth, TX",32.753177,-97.3327459,112.0,Data Analyst
"Cherry Hill, NJ",39.9348351,-75.0307264,8.0,"Bench Jeweler - Signet Jewelers - Town Place at Garden State Park - Cherry Hill, NJ"
"Phoenix, AZ",33.4484367,-112.074141,279.0,Fleet Sales Analyst
"New Jersey, United States",40.0757384,-74.4041622,54.0,"Oracle production support- •	Oracle Engineered system experience (Exadata, Exalogic and Private Cloud Appliance-PCA)"
"Los Angeles, CA",34.0536909,-118.242766,366.0,Sr. Paralegal - Remote
"Maryland, United States",39.5162401,-76.9382069,22.0,Sr. Paralegal - Workers Compensation
"Edison, NJ",40.518157,-74.4113926,20.0,Director of Guest Engagement
"Dallas, TX",32.7762719,-96.7968559,383.0,District Manager - DFW West
"Canton, OH",40.7985464,-81.3749508,7.0,Dental Assistant
"Boise, ID",43.6166163,-116.200886,51.0,Structural Engineer/Designer (Facility - Cleanroom)
"Gainesville, FL",29.6519684,-82.3249846,52.0,Bodily Injury Adjuster
"Cedar Rapids, IA",41.9758872,-91.6704053,26.0,Technical Service Manager - Ruminants - Midwest territory
"Dayton, OH",39.7589478,-84.1916069,24.0,Safety Assistant
"Sumter, SC",33.8998826,-80.3237032,5.0,Accounting Technician
"New York, NY",40.7127281,-74.0060152,818.0,Sr. Lead - Business Process Optimization - PVH Corp.
"New York, NY",40.7127281,-74.0060152,818.0,"Executive Administrative Assistant, Real Estate - PVH Corp."
"Orlando, FL",28.5421109,-81.3790304,171.0,"Associate Store Manager - Tommy Hilfiger - Orlando, FL"
"Trenton, NJ",40.2203074,-74.7659,18.0,SQL Consultant
"Chandler, AZ",33.3062031,-111.841185,27.0,"Senior Construction Project Engineer (Chandler, AZ or Austin, TX) - 1627724"
"Pittsburgh, PA",40.4416941,-79.9900861,115.0,Manufacturing Equipment Installations Projects Team - 1376503
"Greenwich, CT",41.0264862,-73.6284598,18.0,Senior Compliance Analyst - 1378981
Charlotte Metro,35.22329095,-80.84744438723916,20.0,Product Designer
"Aurora, CO",39.7405111,-104.830994,20.0,Undergraduate Placement Scheduler (Admin Assistant III)
"Camden, NJ",39.9448402,-75.1198911,15.0,Transportation Management Logistics Coordinator
"Tampa, FL",27.9477595,-82.458444,146.0,Entry Level Bilingual (Chinese/English) Sales Specialist  - Asian Food Distributor (AL33209)
"Pleasant Prairie, WI",42.5269718,-87.8544568,5.0,Temporary Sales Associate- TOMMY HILFIGER - Friends and Family
"New York, NY",40.7127281,-74.0060152,818.0,"Operations Manager, Operations"
"San Antonio, TX",29.4246002,-98.4951405,124.0,Echocardiology Technician | Radiology (R) - Contract - Days
"Little Rock, AR",34.7465071,-92.2896267,33.0,Networking Administrator
"Georgia, United States",32.3293809,-83.1137366,35.0,Telephonic Patient Support Nurse - RN & BSN
"Wisconsin, United States",44.4308975,-89.6884637,10.0,Creative Copywriter
"Boston, MA",42.3554334,-71.060511,324.0,Director Of Tax - 1614425
"Pittsburgh, PA",40.4416941,-79.9900861,115.0,Steel Project Manager - 1376513
"Freeport, TX",28.9541368,-95.3596617,10.0,Data Entry Specialsit
"Los Angeles, CA",34.0536909,-118.242766,366.0,Sales Associate Sunglass Hut
"Dallas, TX",32.7762719,-96.7968559,383.0,Sr Manager Sales - Commercial
"Auburn, WA",47.3075369,-122.2301808,10.0,Custom Trade Agent - 2nd Shift
"Laredo, TX",27.5056251,-99.5074517,8.0,Truck & Trailer Mechanic
"Newark, CA",37.5296593,-122.0402399,11.0,Hardware Design Engineer
"Longmont, CO",40.1672117,-105.101928,10.0,Systems Engineering - Engineer I (Entry-Level)
"Chicago, IL",41.8755616,-87.6244212,534.0,Senior Research Methodologist
"Charleston, SC",32.7884363,-79.9399309,44.0,Real Estate Sales Professional
"Fort Lauderdale, FL",26.1223084,-80.1433786,65.0,Senior Family Law Litigation Attorney
"Chicago, IL",41.8755616,-87.6244212,534.0,Programmer I
"San Francisco, CA",37.7792588,-122.4193286,289.0,Director of Engineering - HRIS Products and Platform
"Omaha, NE",41.2587459,-95.9383758,73.0,Designer And Production Specialist
"Wichita, KS",37.6922361,-97.3375448,41.0,Community Manager
"Sanford, NC",35.4798757,-79.1802994,5.0,Warehouse Laborer
"Chicago, IL",41.8755616,-87.6244212,534.0,Social Service Program Manager
"Chicago, IL",41.8755616,-87.6244212,534.0,Design (motion graphics) 2024 Summer Internship
Los Angeles Metropolitan Area,-11.9862556,-77.0096138,101.0,Warehouse Manager
"New York, United States",40.7127281,-74.0060152,167.0,Mandarin-Speaking Educational Consultant
"Arlington Heights, IL",42.0811563,-87.9802164,9.0,Strategic HR Business Partner
"San Francisco, CA",37.7792588,-122.4193286,289.0,Oracle Functional Consultant (Accounts Receivable)
"Birmingham, AL",33.5206824,-86.8024326,54.0,Driver - CDL B
"Little Rock, AR",34.7465071,-92.2896267,33.0,Sales Representative
"Washington, DC",38.8950368,-77.0365427,262.0,"Special Operations Community Resource Coordinator (CRC) (USSOCOM HQ, MacDill, AFB)"
"Alexandria, VA",38.8051095,-77.0470229,35.0,Kubernetes SME
"Richmond, VA",37.5385087,-77.43428,116.0,Unit Secretary- Medical Surgical Unit -Days
"New York, NY",40.7127281,-74.0060152,818.0,"Senior Associate, Analytics"
"Bellevue, WA",47.6144219,-122.192337,63.0,"Director, Technical Program Management- Salesforce AI"
"Boston, MA",42.3554334,-71.060511,324.0,Meta Ad Specialist [72983]
"Pensacola, FL",30.421309,-87.2169149,18.0,"Personal Banker (SAFE) Full Time - Cordova Bayou, Pensacola FL"
"Redmond, WA",47.6694141,-122.1238767,70.0,Finance Project/Program Manager
"Port Washington, NY",40.8257072,-73.6958069,5.0,"Training and Development Manager, CEX"
"Latham, NY",42.7444055,-73.761563,7.0,Dental Hygienist (RDH)
"Santa Clara, CA",37.2333253,-121.6846349,77.0,IT Manager
"Alpharetta, GA",34.0709576,-84.2747329,64.0,Real Time Marketing AI Site Lead
"Seattle, WA",47.6038321,-122.330062,257.0,Product Owner
"Basking Ridge, NJ",40.7064088,-74.5492725,17.0,Manager - Financial Planning and Analysis
"Milwaukee, WI",43.0386475,-87.9090751,90.0,Student Intern - Healthcare Operations
"Omaha, NE",41.2587459,-95.9383758,73.0,Business Analyst (with Credit Card)
"Scottsdale, AZ",33.4942189,-111.926018,78.0,Fire & Ice - Greeter
"Washington, DC",38.8950368,-77.0365427,262.0,Public Policy Summer 2024 Internship
"Dunwoody, GA",33.9463786,-84.3342686,7.0,Dental Hygienist (RDH)
"Norcross, GA",33.9412127,-84.2135309,12.0,Entry-level Dental Assistant
"New York, NY",40.7127281,-74.0060152,818.0,Textile Designer
"Sacramento, CA",38.5810606,-121.493895,109.0,Quality Assurance Supervisor
"Tacoma, WA",47.2455013,-122.438329,29.0,Healthcare Business Banking Relationship Manager
"Joplin, MO",37.0841838,-94.5133385,6.0,Registered Nurse (RN) | Medical Surgical - Contract - Nights
"Plano, TX",33.0136764,-96.6925096,104.0,Accounting Manager
"Chandler, AZ",33.3062031,-111.841185,27.0,Project Manager
"Denver, CO",39.7392364,-104.984862,247.0,CC Client Manager I
"Hoffman Estates, IL",42.0427256,-88.0792782,7.0,Call Center Representative - Remote
"Santa Barbara County, CA",34.7136533,-119.985823,7.0,Maintenance Worker Apprentice
"San Francisco, CA",37.7792588,-122.4193286,289.0,Financial Analyst
"Centennial, CO",39.579155,-104.8769227,12.0,Experienced Family Law Attorney
"Chicago, IL",41.8755616,-87.6244212,534.0,Associate Account Manager
"Chevy Chase, MD",38.9942121,-77.0771572,6.0,.NET Senior Software Developer - BDD Testing (REMOTE)
"Bradenton, FL",27.4989278,-82.5748194,14.0,Performance Dietitian (Football)
"El Segundo, CA",33.917028,-118.4156337,31.0,Lead Facilities Engineer
"Temple, TX",31.098207,-97.3427847,14.0,Engineer
"Chantilly, VA",38.8788355,-77.40221718011088,33.0,Network Security Analyst III (Evergreen)
"Chicago, IL",41.8755616,-87.6244212,534.0,Marketing Intern (2024 Summer Internship)
"Orange County, CA",33.750631,-117.8722311,27.0,Litigation Paralegal
"Phoenix, AZ",33.4484367,-112.074141,279.0,TDS Supervisor 
"Newark, NJ",40.735657,-74.1723667,43.0,Manager - Hub Resource Planning
Greater Houston,29.944719,-95.41607390828516,45.0,Senior Construction Manager
"Colorado Springs, CO",38.8339578,-104.825348,37.0,Driver 2: CDL B
"Cincinnati, OH",39.1014537,-84.5124602,94.0,"Senior Analyst, Operational Excellence, Strategy & Insights"
"Richmond, VA",37.5385087,-77.43428,116.0,Part Time Registered Nurse (RN) - Medical Surgical
"Atlanta, GA",33.7489924,-84.3902644,382.0,Aircraft Support Mechanic (147 school students and graduates only)
"Richmond, VA",37.5385087,-77.43428,116.0,Laboratory Scientist/MLS/CLS/MT Senior - Blood Bank - Days
"Jacksonville, FL",30.3321838,-81.655651,110.0,Material Specialist III
"Redmond, WA",47.6694141,-122.1238767,70.0,Human Resources Director
"Hillsboro, OR",45.5228939,-122.989827,22.0,Field Service Engineer II
"Phoenix, AZ",33.4484367,-112.074141,279.0,Associate Personal Banker (SAFE) - 20 Hrs - Bell & Tatum
"Charlotte, NC",35.2272086,-80.8430827,247.0,Senior Software Engineer
"Phoenix, AZ",33.4484367,-112.074141,279.0,"Manager, Regional Sales"
"Hartford, CT",41.764582,-72.6908547,47.0,Asset Modeling Actuary opening in Connecticut - 12630
"Las Vegas, NV",36.1672559,-115.148516,168.0,"Assistant, Administrative-I"
"Milpitas, CA",37.4332273,-121.8989248,15.0,Firmware Applications Engineer
"Gaithersburg, MD",39.1399187,-77.1929215,22.0,Effy Jewelry Salesperson - Gaithersburg Rack
"San Antonio, TX",29.4246002,-98.4951405,124.0,Retail Sales Associate Spanish Bilingual
"Schenectady, NY",42.8142432,-73.9395687,8.0,Dental Hygienist (RDH)
"Seneca, SC",34.6865321,-82.9527288,9.0,Dental Hygienist (RDH)
"Rochester, NY",43.157285,-77.615214,64.0,NY Licensed Psychologist - PhD / PsyD (Full-Time) - Rochester
"Las Vegas, NV",36.1672559,-115.148516,168.0,Leasing Agent
"Atlanta, GA",33.7489924,-84.3902644,382.0,Mobile Engineer
"Alpharetta, GA",34.0709576,-84.2747329,64.0,Real Time Marketing AI Strategy Lead
"Peoria, IL",40.6938609,-89.5891008,25.0,Retail Sales Associate
"Chicago, IL",41.8755616,-87.6244212,534.0,Production Support Specialist
"Brooklyn, NY",40.6526006,-73.9497211,76.0,Maintenance (Full-Time)
"McLean, VA",38.93668525,-77.1858267942485,73.0,SDET Architect with Cypress
"Raleigh, NC",35.7803977,-78.6390989,125.0,AI Cyber Security Architect // Only Raleigh North Carolina Hybrid
"Springfield, IL",39.7990175,-89.6439575,17.0,Culinary Worker IV - 2 Vacancies
"Birmingham, AL",33.5206824,-86.8024326,54.0,Operations Manager - 1673466
"Tampa, FL",27.9477595,-82.458444,146.0,"Licensed Optician - Tampa, FL - West Shore Plaza -Lenscrafters"
"Puyallup, WA",47.1849009,-122.29214,10.0,Associate Veterinarian
"Denver, CO",39.7392364,-104.984862,247.0,Associate Director of Latino Community Engagement
"Colorado Springs, CO",38.8339578,-104.825348,37.0,Research Associate(Postdoctoral)
"Ocala, FL",29.1871986,-82.1400923,20.0,Full Time - Head Cashier - Day
"Houston, TX",29.7589382,-95.3676974,444.0,Litigation Support Manager
"Cheyenne, WY",41.139981,-104.820246,8.0,Senior Facilities Manager
"Austin, TX",30.2711286,-97.7436995,347.0,"Senior Project Manager, Los Angeles"
"St Louis, MO",38.6280278,-90.1910154,133.0,Copywriter
"Cambridge, MA",42.3656347,-71.1040018,65.0,"Application Engineer, Packaged Modulator - Semiconductor"
"Grand Rapids, MI",42.9632425,-85.6678639,47.0,GE Aerospace Systems Engineering Intern/Co-op - Summer 2024
"Asheville, NC",35.595363,-82.5508407,31.0,Manufacturing Specialist - Material Planning and Project Management
"Rapid City, SD",44.0806041,-103.228023,8.0,HVAC Mobile Engineer
San Francisco Bay Area,37.7884969,-122.3558473,162.0,Information Technology Audit Consultant
"Houston, TX",29.7589382,-95.3676974,444.0,Repair Supervisor
"Massachusetts, United States",42.3788774,-72.032366,34.0,"Technical Support Specialist (Hybrid - Framingham, MA)"
"Schaumburg, IL",42.0333608,-88.083406,16.0,RF Site Software Engineering Intern - Summer 2024
"West Palm Beach, FL",26.715364,-80.0532942,46.0,Medical Technologist
"Charlotte, NC",35.2272086,-80.8430827,247.0,Credit Risk Product Owner
"Fairfax, VA",38.8156356,-77.2836849,32.0,Storekeeper / Material Handler - $19.86 p/h
"Bloomington, IN",39.1670396,-86.5342881,18.0,Night Auditor - Part Time ($15-$16/hr)
"Green Bay, WI",44.5126379,-88.0125794,16.0,Housekeeper
"Washington, DC",38.8950368,-77.0365427,262.0,"CNN Politics editor, PM"
"Miami, FL",25.7741728,-80.19362,231.0,Sr. Advisor
"Bronx, NY",40.8466508,-73.8785937,34.0,Property Manager (Residential)
"Boulder, CO",40.0149856,-105.270545,27.0,Equipment Rental Specialist
"Burbank, CA",34.1812089,-118.307201,24.0,"Director, Technology Strategic Sourcing"
"Milwaukee, WI",43.0386475,-87.9090751,90.0,Office Manager
"Atlanta, GA",33.7489924,-84.3902644,382.0,"News Editor, National Assignment Desk-CNN"
Greater Philadelphia,39.94152725,-75.2365182497955,26.0,Controller
"Seattle, WA",47.6038321,-122.330062,257.0,Senior Brand Manager - Solutions Lab
"Columbia, MD",39.2156213,-76.8582049,22.0,Lead Marketing Analyst - Remote
"New York, NY",40.7127281,-74.0060152,818.0,"Manager, Audience & Insights"
"Romulus, MI",42.2222614,-83.3965995,7.0,Promotions Engineer
"Phoenix, AZ",33.4484367,-112.074141,279.0,Accountant
"Madison, WI",43.074761,-89.3837613,87.0,Project Architect
"Missoula, MT",46.8701049,-113.995267,10.0,Personal Banker
"Portland, ME",43.6573605,-70.2586618,14.0,Data Analyst
"Winchester, VA",39.1852184,-78.1652404,12.0,Dental Hygienist (RDH)
"Portland, ME",43.6573605,-70.2586618,14.0,"Director, External Communications"
"Coppell, TX",32.9552598,-97.0155703,11.0,Escrow Support Processor - (PGP Title)
"Springfield, MA",42.1018764,-72.5886727,12.0,Dental Hygienist (RDH)
"Baltimore, MD",39.2908816,-76.610759,109.0,Cable Splicing Technician
"Indianapolis, IN",39.7683331,-86.1583502,112.0,Electrical Project Engineer
"Boulder, CO",40.0149856,-105.270545,27.0,Retail Sales Associate
"Rutland, VT",43.6084792,-72.9724768,7.0,Dental Hygienist (RDH)
"Syracuse, NY",43.0481221,-76.1474244,28.0,Dental Hygienist (RDH)
"Wilson, NC",35.7059114,-77.9175714,7.0,Office Manager
"Jacksonville, FL",30.3321838,-81.655651,110.0,Dental Assistant
"Irving, TX",32.8295183,-96.9442177,97.0,Service Delivery Lead Specialist
"Scottsdale, AZ",33.4942189,-111.926018,78.0,"Senior Accountant, Development"
"Washington, DC",38.8950368,-77.0365427,262.0,Information Technology Manager
"Minneapolis, MN",44.9772995,-93.2654692,141.0,Executive Vice President (EVP)
"Virginia Beach, VA",36.8529841,-75.9774183,20.0,Dental Hygienist (RDH)
"Savannah, GA",32.0790074,-81.0921335,35.0,Dental Hygienist (RDH)
"Atlanta, GA",33.7489924,-84.3902644,382.0,Executive Recruiter  - Permanent Placement divisiononal services division
"Plano, TX",33.0136764,-96.6925096,104.0,Python/ Data Engineer
"Bronx, NY",40.8466508,-73.8785937,34.0,Medical Receptionist
"Jacksonville, FL",30.3321838,-81.655651,110.0,Registered Nurse RN- Sign on bonus of 3000
"Jacksonville, FL",30.3321838,-81.655651,110.0,Staffing Manager
"Reading, PA",40.335345,-75.9279495,15.0,Carpenter
"San Francisco, CA",37.7792588,-122.4193286,289.0,Engineering Manager - Detection Infrastructure
"Chicago, IL",41.8755616,-87.6244212,534.0,IT Support Technician
"McLean, VA",38.93668525,-77.1858267942485,73.0,Mid-Level Back End Software Engineer
"Norwich, CT",41.5243537,-72.0759008,7.0,Submarine Mechanical Engineer II - Ability to Obtain a Secret Clearance
"Chattanooga, TN",35.0457219,-85.3094883,38.0,Business Development Manager
"Madison, WI",43.074761,-89.3837613,87.0,Director of Marketing And Public Relations
"Washington, DC",38.8950368,-77.0365427,262.0,Restaurant Food Runner (part time)
"Los Angeles, CA",34.0536909,-118.242766,366.0,Digital Forensic Investigator
"Boston, MA",42.3554334,-71.060511,324.0,In Room Dining Coordinator - PT
"Oak Ridge, TN",36.0103562,-84.2696449,19.0,Emergency Management Meteorologist
"Seattle, WA",47.6038321,-122.330062,257.0,Fund Accounting Manager
"Louisville, KY",38.2542376,-85.759407,87.0,"Regional Development Specialist - Lexington/Louisville, KY"
"Colorado, United States",38.7251776,-105.607716,33.0,Safety Consultant lll
"Miami, FL",25.7741728,-80.19362,231.0,Financial Analyst
"Conroe, TX",30.3118769,-95.4560512,7.0,Mortgage Loan Originator
"Seattle, WA",47.6038321,-122.330062,257.0,Production Assistant
"Rochester, MN",44.0234387,-92.4630182,35.0,Assistant Store Manager (ASM)
"Fairfax, VA",38.8156356,-77.2836849,32.0,Registered Nurse (RN) Weekend Premium Emergency
"Falls Church, VA",38.882334,-77.1710914,17.0,Registered Nurse (RN) Outpatient Juniper (HIV) Clinic
"Rochester, NY",43.157285,-77.615214,64.0,Senior Telecom Network Architect
"Killeen, TX",31.1171441,-97.727796,7.0,Construction Manager - 1638408
